Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Wang, Y., Zheng, Q.","56802801400; 57223014271","A Logging Overhead Optimization Method Based on Anomaly Detection Model",2021,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",12634 LNCS,"",,349,359,,,10.1007/978-3-030-70626-5_37,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85104479797&partnerID=40&md5=f009df0348d85633af9ef0841bcbc0d8",Conference Paper,Final,,Scopus,2-s2.0-85104479797
"Bromley, S.T., Sheppard, J., Scanlon, M., Le-Khac, N.-A.","57221597022; 57204021358; 52264702800; 16175564100","Retracing the Flow of the Stream: Investigating Kodi Streaming Services",2021,"Lecture Notes of the Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering, LNICST",351,"",,231,236,,,10.1007/978-3-030-68734-2_13,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85102614908&partnerID=40&md5=d9f0416ac1bfac184dba95a9f5f2b62b",Conference Paper,Final,Open Access,Scopus,2-s2.0-85102614908
"Li, Z., Chen, T.P., Yang, J., Shang, W.","57210913904; 57219818102; 55339626400; 35093168200","Studying Duplicate Logging Statements and Their Relationships with Code Clones",2021,"IEEE Transactions on Software Engineering",,"",,,,,,10.1109/TSE.2021.3060918,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85101749383&partnerID=40&md5=b97d97ad466fccd4fa19e02acb6c6802",Article,Article in Press,,Scopus,2-s2.0-85101749383
"Butt, A.S., Fitch, P.","57220665804; 7004598032","ProvAnalyser: A Framework for Scientific Workflows Provenance",2021,"Communications in Computer and Information Science",1361,"",,99,120,,,10.1007/978-3-030-67445-8_5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85101371518&partnerID=40&md5=397b08349b625aff3d0199c57d154d79",Conference Paper,Final,,Scopus,2-s2.0-85101371518
"Ghosh, S., Ansari, D., Mahasrankintakam, A.B., Nuli, D.T., Konjari, R., Swathi, M., Dutta, S.","35494147600; 57219318813; 57219311371; 57219312657; 56543766600; 57219314046; 57199662540","Osdag: A software for structural steel design using is 800:2007",2021,"Lecture Notes in Civil Engineering",81,"",,219,231,,,10.1007/978-981-15-5235-9_17,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85092195833&partnerID=40&md5=63821a0d3c4b0efe961d71b88497f63d",Conference Paper,Final,,Scopus,2-s2.0-85092195833
"Yeshchenko, A., Di Ciccio, C., Mendling, J., Polyvyanyy, A.","57204500692; 35193494400; 6503908779; 25654203000","Visual Drift Detection for Sequence Data Analysis of Business Processes",2021,"IEEE Transactions on Visualization and Computer Graphics",,"",,,,,1,10.1109/TVCG.2021.3050071,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85099570271&partnerID=40&md5=04d54fc941ed698a17c748b44399dfb6",Article,Article in Press,,Scopus,2-s2.0-85099570271
"Chivukula, R., Sajja, M.V., Lakshmi, T.J., Harini, M.","57222813947; 57222812963; 57222288478; 57222810621","Empirical Study on Microsoft Malware Classification",2021,"International Journal of Advanced Computer Science and Applications",12,"3",,509,515,,,10.14569/IJACSA.2021.0120361,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85104075616&partnerID=40&md5=b53642143d41dd359bb0525420bd9504",Article,Final,Open Access,Scopus,2-s2.0-85104075616
"Chen, A.R., Chen, T.-H., Wang, S.","57210913270; 57211026930; 54685504200","Demystifying the challenges and benefits of analyzing user-reported logs in bug reports",2021,"Empirical Software Engineering",26,"1", 8,,,,,10.1007/s10664-020-09893-w,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85099289218&partnerID=40&md5=83281ad44f02cad33cae9f731302cebd",Article,Final,,Scopus,2-s2.0-85099289218
"Dey, A., Totel, E., Navers, S.","57219752466; 14030738000; 57219752246","Heterogeneous Security Events Prioritization Using Auto-encoders",2021,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",12528 LNCS,"",,164,180,,,10.1007/978-3-030-68887-5_10,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85102614233&partnerID=40&md5=170418d7ca044df31a4ece762928849c",Conference Paper,Final,Open Access,Scopus,2-s2.0-85102614233
"Wu, S.-M., Lin, K.-H., Chang, L.-P.","57202590034; 57193623415; 15831207000","Integrating LSM Trees with Multichip Flash Translation Layer for Write-Efficient KVSSDs",2021,"IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems",40,"1", 9066943,87,100,,,10.1109/TCAD.2020.2987781,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083699220&partnerID=40&md5=34b49c38831ceda9819948bd8704caa5",Article,Final,,Scopus,2-s2.0-85083699220
"Berkowitz, S.T., Sternberg, P., Patel, S.","57209393940; 57216998082; 57125279500","Cost Analysis of Routine Vitrectomy Surgery",2021,"Ophthalmology Retina",,"",,,,,,10.1016/j.oret.2021.02.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85103576411&partnerID=40&md5=fdc88016220625792111b3821e626329",Article,Article in Press,,Scopus,2-s2.0-85103576411
"Bender, A., Rügamer, D., Scheipl, F., Bischl, B.","7102329564; 56100232400; 23098455500; 23090199300","A General Machine Learning Framework for Survival Analysis",2021,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",12459 LNAI,"",,158,173,,,10.1007/978-3-030-67664-3_10,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85103302616&partnerID=40&md5=a1bc1564d0682a751f7f730990c95f3b",Conference Paper,Final,,Scopus,2-s2.0-85103302616
"Ambhore, P., Wankhade, A.","23479183700; 57220892760","Firewall for Intranet Security",2021,"EAI/Springer Innovations in Communication and Computing",,"",,653,659,,,10.1007/978-3-030-49795-8_62,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85097839466&partnerID=40&md5=2c4bbcc5b3d79e2a4237861c47a4f72a",Conference Paper,Final,,Scopus,2-s2.0-85097839466
"Lavanya, B.L., Srinivasa, M.N.","57212526674; 57218871851","Designing and Testing of Data Acquisition System for Satellite Using MIL-STD-1553",2021,"Advances in Intelligent Systems and Computing",1133,"",,883,898,,,10.1007/978-981-15-3514-7_65,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090533939&partnerID=40&md5=78b37c32ebd6af30d00401e6d29f1d17",Conference Paper,Final,,Scopus,2-s2.0-85090533939
"Alelaimat, A., Ghose, A., Dam, H.K.","57201153686; 7103191960; 36605907400","Abductive Design of BDI Agent-Based Digital Twins of Organizations",2021,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",12568 LNAI,"",,377,385,,,10.1007/978-3-030-69322-0_27,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85102731433&partnerID=40&md5=6bfbbbb75078a2c215097cc7ec2b7764",Conference Paper,Final,,Scopus,2-s2.0-85102731433
"Ristl, R., Ballarini, N.M., Götte, H., Schüler, A., Posch, M., König, F.","36081093400; 57189577863; 15724762700; 56769159000; 7007119138; 7007151792","Delayed treatment effects, treatment switching and heterogeneous patient populations: How to design and analyze RCTs in oncology",2021,"Pharmaceutical Statistics",20,"1",,129,145,,1,10.1002/pst.2062,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85089698802&partnerID=40&md5=f0076fedbf42654125405b32bab9fd59",Article,Final,Open Access,Scopus,2-s2.0-85089698802
[No author name available],[No author name available],"Workshops held at the 26th International Conference on Parallel and Distributed Computing, Euro-Par 2020",2021,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",12480 LNCS,"",,,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85103508064&partnerID=40&md5=cfa1b1119387211268ae7e75aaf7df12",Conference Review,Final,,Scopus,2-s2.0-85103508064
"Llimpe, Y.","57219950061","Cytogenetic risk groups in acute pediatric leukemia myeloid from the survival analysis in a reference hospital in cancer in Perú",2021,"Biomedica",41,"2",,1,29,,,10.7705/biomedica.5747,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85101862055&partnerID=40&md5=d8e6214321010cd7d142028830720d9f",Article,Final,,Scopus,2-s2.0-85101862055
"Kassem, Y., Gökçekuş, H., Gökçekuş, R.","55566240900; 26029799400; 57222430053","Identification of the most suitable probability distribution models for monthly and annual rainfall series in Güzelyurt Region, Northern Cyprus",2021,"Desalination and Water Treatment",215,"",,427,451,,,10.5004/dwt.2021.26904,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85102698012&partnerID=40&md5=89fd6f5e68f703369c545c5fd20f8fb2",Article,Final,,Scopus,2-s2.0-85102698012
"Ojala, A.E.K., Virtasalo, J.J., Lindsberg, E., Markovaara-Koivisto, M.","57211507212; 9038357600; 57220028283; 25633960500","Basin-Scale 3D Sedimentary Modelling: An Approach to Subdivide Baltic Sea Onshore Sediments for Land use and Construction",2021,"Geotechnical and Geological Engineering",,"",,,,,,10.1007/s10706-021-01799-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85104808113&partnerID=40&md5=29136266c0ea3a0ee0cc1ca378a08d70",Article,Article in Press,Open Access,Scopus,2-s2.0-85104808113
"Zhang, J., Lin, X.-Y., Zhang, S.","57222133683; 57222118623; 57218884144","Correlation Analysis of Sprint Performance and Reaction Time Based on Double Logarithm Model",2021,"Complexity",2021,"", 6633326,,,,,10.1155/2021/6633326,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85101557116&partnerID=40&md5=96644fa219f450e5a05e14edeff9141a",Article,Final,Open Access,Scopus,2-s2.0-85101557116
"Abou-Senna, H., Radwan, E., Eldeeb, H.","55635477000; 6602536426; 57205540830","A peer-to-peer logic environment to validate flashing yellow arrow decision support system",2021,"Journal of Traffic and Transportation Engineering (English Edition)",,"",,,,,,10.1016/j.jtte.2020.06.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85101672266&partnerID=40&md5=89c8615287f9b2d1321118f8bac62d96",Article,Article in Press,Open Access,Scopus,2-s2.0-85101672266
"Hu, W.-S., Lin, C.-L.","56643559700; 55466913500","Impact of atrial fibrillation on stroke, heart failure, and mortality in diabetic patients with coronary artery disease",2021,"Journal of Diabetes and its Complications",35,"1", 107762,,,,,10.1016/j.jdiacomp.2020.107762,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85095734526&partnerID=40&md5=d4d12fda05bba370f9f1910a41dba0aa",Article,Final,,Scopus,2-s2.0-85095734526
"Li, C., Liu, S.M., Zheng, L., Huang, M.W., Shi, Y., Lv, X.M., Zhang, J.G., Peng, X., Zhang, J.","55879817300; 36144017900; 55502950600; 7404260121; 56270677600; 56892581200; 55176804200; 57220913842; 56506657300","Comparison of outcomes using radiotherapy or brachytherapy after resection of primary adenoid cystic carcinoma in oral and maxillofacial regions",2021,"Brachytherapy",20,"1",,171,177,,,10.1016/j.brachy.2020.08.013,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85092612369&partnerID=40&md5=f297088c59be9c35a00652635afaf228",Article,Final,,Scopus,2-s2.0-85092612369
"Morton, M., Chambers, L.M., Costales, A.B., Chichura, A., Gruner, M., Horowitz, M.P., Rose, P.G., Yao, M., Debernardo, R., Michener, C.","57217487209; 57207936557; 55316880700; 57213165643; 57219025497; 56714770700; 35475996800; 57216333321; 7801605190; 7004936825","Assessing feasibility and perioperative outcomes with minimally invasive surgery compared with laparotomy for interval debulking surgery with hyperthermic intraperitoneal chemotherapy for advanced epithelial ovarian cancer",2021,"Gynecologic Oncology",160,"1",,45,50,,,10.1016/j.ygyno.2020.09.052,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85092514205&partnerID=40&md5=4febcdd51b7240be4c8d8cb2bbc0c88b",Article,Final,Open Access,Scopus,2-s2.0-85092514205
"Zhang, X., Kusrini, K.","57215124574; 36057015500","Autonomous long-range drone detection system for critical infrastructure safety",2021,"Multimedia Tools and Applications",,"",,,,,,10.1007/s11042-020-10231-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85101035500&partnerID=40&md5=05eb2ac91e1a300d42d76c3350bfa8e5",Article,Article in Press,Open Access,Scopus,2-s2.0-85101035500
[No author name available],[No author name available],"Corrigendum: Influence of cognitive-motor expertise on brain dynamics of anticipatory-based outcome processing (Psychophysiology, (2019), 57, (e13477), 10.1111/psyp.13477)",2021,"Psychophysiology",58,"1", e13738,,,,,10.1111/psyp.13738,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85097852007&partnerID=40&md5=ab346d879130da5597e9431875e2865d",Erratum,Final,Open Access,Scopus,2-s2.0-85097852007
"Farrugia, M.K., Jun Ma, S., Hennon, M.W., Nwogu, C.E., Dexter, E.U., Picone, A.L., Demmy, T.L., Gomez-Suescun, J.A., Fung-Kee-Fung, S., Yendamuri, S.S., Singh, A.K.","57216355563; 57217084655; 40461644000; 35602282100; 7003575389; 57215985965; 7004101037; 57194035215; 55931629100; 6603163816; 55568510798","Prior Treatment for Non-small Cell Lung Cancer Is Associated with Improved Survival in Patients who Undergo Definitive Stereotactic Body Radiation Therapy for a Subsequent Lung Malignancy: A Retrospective Multivariate and Matched Pair Analysis",2021,"American Journal of Clinical Oncology: Cancer Clinical Trials",44,"1",,18,23,,,10.1097/COC.0000000000000778,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85098841518&partnerID=40&md5=cc76fd5e68df362fea361e37b8d3d96b",Article,Final,,Scopus,2-s2.0-85098841518
"Saha, A., Beasley, M., Hatton, N., Dickinson, P., Franks, K., Clarke, K., Jain, P., Teo, M., Murray, P., Lilley, J.","57169599700; 57209027277; 57220287252; 57196095779; 36742092500; 55241331700; 35315863100; 36549258200; 57189520474; 55400106900","Can dosimetry affect local control and survival in patients with early-stage lung cancer treated with Stereotactic Ablative Radiotherapy (SABR)? An analysis of the UK's largest cohort of lung SABR patients",2021,"Acta Oncologica",60,"4",,505,512,,,10.1080/0284186X.2021.1874617,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85099860160&partnerID=40&md5=e56b1e2d2f141d28f6923c01a18a5b48",Article,Final,,Scopus,2-s2.0-85099860160
"Ko, S.Q., Hooi, B.M.Y., Koo, C.-Y., Chor, D.W.P., Ling, Z.J., Chee, Y.-L., Jen, W.-Y.","57204319722; 57221262092; 57221272274; 57221261962; 57221256071; 8955434200; 57205206969","Remote monitoring of marginalised populations affected by COVID-19: A retrospective review",2020,"BMJ Open",10,"12", e042647,,,,1,10.1136/bmjopen-2020-042647,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85098625057&partnerID=40&md5=23f180e9df9c55b992d46bb18dd6ced6",Review,Final,Open Access,Scopus,2-s2.0-85098625057
"Daltro, D.D.S., Silva, M.V.G.B.D., Telo da Gama, L., Machado, J.D., Kern, E.L., Campos, G.S., Panetto, J.C.D.C., Cobuci, J.A.","57191336680; 55467665500; 36027387300; 57203882644; 56006752200; 56373961000; 57215844879; 54790577500","Estimates of genetic and crossbreeding parameters for 305-day milk yield of Girolando cows",2020,"Italian Journal of Animal Science",19,"1",,86,94,,3,10.1080/1828051X.2019.1702110,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85076920055&partnerID=40&md5=9e420cbd5f5c6f19c1f92a96abbcb7d9",Article,Final,Open Access,Scopus,2-s2.0-85076920055
"Sun, P., Yuepeng, E., Li, T., Wu, Y., Ge, J., You, J., Wu, B.","57223211646; 53880964400; 57206666652; 23092568400; 55435938000; 54999176000; 57218865206","Context-Aware Learning for Anomaly Detection with Imbalanced Log Data",2020,"Proceedings - 2020 IEEE 22nd International Conference on High Performance Computing and Communications, IEEE 18th International Conference on Smart City and IEEE 6th International Conference on Data Science and Systems, HPCC-SmartCity-DSS 2020",,"", 9408016,449,456,,,10.1109/HPCC-SmartCity-DSS50907.2020.00055,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85105283254&partnerID=40&md5=db52d876f708c1224e3cbbc3c08c6b38",Conference Paper,Final,,Scopus,2-s2.0-85105283254
"Marc Overhage, J., Johnson, K.B.","15035703700; 8744561900","Pediatrician electronic health record time use for outpatient encounters",2020,"Pediatrics",156,"6", e20194017,,,,1,10.1542/peds.2020-1235,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85097575165&partnerID=40&md5=5d1b1825988faf56530f0918f69f980a",Article,Final,Open Access,Scopus,2-s2.0-85097575165
"Zhi, C., Yin, J., Han, J., Deng, S.","57027366400; 8249720800; 57205501554; 36136773800","A preliminary study on sensitive information exposure through logging",2020,"Proceedings - Asia-Pacific Software Engineering Conference, APSEC",2020-December,"", 9359283,470,474,,,10.1109/APSEC51365.2020.00058,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85102374051&partnerID=40&md5=3b968ec994f573f52ec45f3791f6c2da",Conference Paper,Final,,Scopus,2-s2.0-85102374051
"Overhage, J.M., Johnson, K.B.","57217721148; 8744561900","Pediatrician Electronic Health Record Time Use for Outpatient Encounters",2020,"Pediatrics",146,"6",,,,,,10.1542/peds.2019-4017,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85097113535&partnerID=40&md5=e558a9976bcc55acfb309ecf987c0384",Article,Final,Open Access,Scopus,2-s2.0-85097113535
"Raghunath, A., Zou, Y., Chagam, A.","27467666300; 57218643728; 56968175800","On Evolving Software Defined Storage Architecture",2020,"Proceedings of the International Conference on Cloud Computing Technology and Science, CloudCom",2020-December,"", 9407322,57,64,,,10.1109/CloudCom49646.2020.00008,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85105787734&partnerID=40&md5=f1fed1ac9b0404a18be54210accacdd9",Conference Paper,Final,,Scopus,2-s2.0-85105787734
"Zuchi, N., Röpke, C., Shibuya, A., Farago, T., Carmona, M., Zuanon, J., Amadio, S.","37090025200; 56079443000; 36135982600; 57218325330; 57218328722; 6506326749; 22633334100","Length-weight relationship of fish species from Central Amazon floodplain",2020,"Journal of Applied Ichthyology",36,"6",,837,841,,3,10.1111/jai.14082,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85088823103&partnerID=40&md5=ac3aa9e69b25e1d6292a2f263c328aed",Article,Final,,Scopus,2-s2.0-85088823103
